Specialty,"Specialty
Code
HBP 2022","Package
Code
HBP 2022","AB PMJAY Package
Name","Procedure code
HBP 2022",Procedure Name 2022,Tier3 (Z),Tier2 (Y),Tier1 (X),Implant mapped.,implant cost,"Stratification
remarks",,,,,,,,,,,,,,,,,,
Cardiology,MC,MC022,follow up -Cardiology,MC022A,"First Follow-up- 2-4
weeks after discharge -
AT NETWORK
HOSPITAL(Inc. in
package)",0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,,
Cardiology,MC,MC022,follow up -Cardiology,MC022B,"Second Follow-up- After 3
months",4400,5000,5000,NA,NA,NA,,,,,,,,,,,,,,,,,,
Cardiology,MC,MC022,follow up -Cardiology,MC022C,"Third Follow-up- After 3
months",2200,2500,2500,NA,NA,NA,,,,,,,,,,,,,,,,,,
Cardiology,MC,MC022,follow up -Cardiology,MC022D,"fourth Follow-up- After 3
months",2200,2500,2500,NA,NA,NA,,,,,,,,,,,,,,,,,,
Cardiology,MC,MC022,follow up -Cardiology,MC022E,"FifthFollow-up - After 3
months",2200,2500,2500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Cardiology",MC,MG037,Cardiac Tamponade,MG037A,Cardiac Tamponade,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MC,MG031,Endocarditis,MG031A,Bacterial Endocarditis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MC,MG031,Endocarditis,MG031B,Fungal Endocarditis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MC,MG036,Atrial Fibrillation,MG036A,Atrial Fibrillation,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MC,MG038,"Congestive heart
failure",MG038A,Congestive heart failure,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MC,MG075,"High end radiological
diagnostic
(CT, MRI, Imaging
including nuclear
imaging)",MG075A,"High end radiological
diagnostic
(CT, MRI, Imaging
including nuclear imaging)",5000,5800,5800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MC,MG076,"High end
histopathology
(Biopsies) and
advanced serology
investigations",MG076A,"High end histopathology
(Biopsies) and advanced
serology investigations",5000,5800,5800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology,
Oncology",MC,MG098,PET scan,MG098A,PET scan,0,0,0,NA,NA,"Whole body- 20500,
Brain-14650, Gallium
68 Peptide-15000,
Cardiac- 1500",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG001,Acute febrile illness,MG001A,Acute febrile illness,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG002,Severe sepsis,MG002A,Severe sepsis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG002,Severe sepsis,MG002B,Septic shock,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG003,Malaria,MG003A,Malaria,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG003,Malaria,MG003B,Complicated malaria,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG004,Dengue fever,MG004A,Dengue fever,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG004,Dengue fever,MG004B,"Dengue hemorrhagic
fever",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG004,Dengue fever,MG004C,Dengue shock syndrome,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG005,Chikungunya fever,MG005A,Chikungunya fever,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG006,Enteric fever,MG006A,Enteric fever,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG007,HIV with complications,MG007A,HIV with complications,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG008,Leptospirosis,MG008A,Leptospirosis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Gastroenterolog
y",MG,MG009,"Acute gastroenteritis
with dehydration",MG009A,"Acute gastroenteritis with
moderate dehydration",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Gastroenterolog
y",MG,MG009,"Acute gastroenteritis
with dehydration",MG009B,"Acute gastroenteritis with
severe dehydration",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Nephrology-
Interventional",MG,MG010,"Chronic PD catheter
Insertion",MG0100A,"Chronic PD catheter
Insertion",4100,4700,4700,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Gastroenterolog
y",MG,MG0101,"Acute severe
ulcerative colitis",MG0101A,"Acute severe ulcerative
colitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
Gastroenterolog
y",MG,MG0102,Mesenteric Ischemia,MG0102A,Mesenteric Ischemia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Gastroenterolog
y",MG,MG0103,Intestinal obstruction,MG0103A,Intestinal obstruction,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Gastroenterolog
y",MG,MG0104,"Acute necrotizing
severe pancreatitis",MG0104A,"Acute necrotizing severe
pancreatitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine /high
end drugs",MG,MG0105,"Pulmonary
Thromboembolism (
Including thrombolytic
Therapy)",MG0105A,"Pulmonary
Thromboembolism - Add
on",25000,28800,28800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
medicine /high
end drugs",MG,MG0106,"Diffuse alveolar
Hemorrhage
Associated with
SLE/Vasculitis/GP
Syndrome",MG0106A,"Diffuse alveolar
Hemorrhage Associated
with SLE/Vasculitis/GP
Syndrome",136000,156400,156400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
medicine /high
end drugs",MG,MG0107,"Severe/Refractory
Vasculitis",MG0107A,"Severe/Refractory
Vasculitis",75000,86300,86300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0108,"Acute liver
failure/Fulminant
Hepatitis",MG0108A,"Acute liver
failure/Fulminant Hepatitis",50000,57500,57500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0109,"Pulmonary
thromboembolism",MG0109A,"Pulmonary
thromboembolism",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG010,Diarrohea,MG010A,Chronic diarrohea,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG010,Diarrohea,MG010B,Persistent diarrohea,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0110,Acute liver failure,MG0110A,Acute liver failure,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0111,Pleural Effusion,MG0111A,Pleural Effusion,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0112,Hyberbilirubinemia,MG0112A,Hyberbilirubinemia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0113,Polytrauma,MG0113A,Polytrauma,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0113,"Trauma-
FacioMaxillary",MG0113B,Trauma- FacioMaxillary,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0113,Trauma Head injury,MG0113C,Trauma Head injury,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0113,"Trauma Rib fracture
conservative",MG0113D,"Trauma Rib fracture
conservative",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0113,"Trauma Blunt injury
conservative",MG0113E,"Trauma Blunt injury
conservative",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0113,"Trauma Contusion
chest injury",MG0113F,"Trauma Contusion chest
injury",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine",MG,MG0114,"Oesophageal Varices
Banding",MG0114A,"Oesophageal Varices
Banding",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0115,"Inflammatory
Myopathy/
Myaesthenic Crisis",MG0115A,"Inflammatory Myopathy/
Myaesthenic Crisis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0116,"Guillain Barre
syndrome",MG0116A,"Guillain Barre syndrome
(Plasmapheresis)",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0116,"Myasthenic crisis
(Plasmapheresis)",MG0116B,"Myasthenic crisis
(Plasmapheresis)",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0117,"Moyamoya
revascularization",MG0117A,"Moyamoya
revascularization",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0118,"Evaluation of drug
resistant epilepsy-
Phase-1",MG0118A,"Evaluation of drug
resistant epilepsy-Phase-1",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0119,Drug resistant epilepsy,MG0119A,Drug resistant epilepsy,0,0,0,NA,NA,2100/day,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG011,Dysentery,MG011A,Dysentery,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0120,"Medical/ neuro
rehablitation",MG0120A,"Comprehensive medical
rehabilitation for spinal
injury/ traumatic brain
injury, CVA, Cerebral
palsy with or without
orthosis",25000,28800,28800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0120,"Medical/ neuro
rehablitation",MG0120B,"Comprehensive medical
rehabilitation for of
complication secondary to
specified disanility/multiple
disability including
procedures,
chemodenevaration with
or with out orthosis",35000,40300,40300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0120,"Medical/ neuro
rehablitation",MG0120C,"Single event multiple level
surgery for spasticity
management in cerebral
palsy",15000,17300,17300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0120,"Medical/ neuro
rehablitation",MG0120D,"Medical rehabilitation of
muscular dystrophy",7000,8100,8100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0120,"Medical/ neuro
rehablitation",MG0120E,"Medical Rehabilitation
intellectual dissability",7000,8100,8100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0120,"Medical/ neuro
rehablitation",MG0120F,"Medical Rehabilitation
special learning disability",7000,8100,8100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG0120,"Medical/ neuro
rehablitation",MG0120G,"Medical Rehabilitation
multiple disability",7000,8100,8100,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG012,Acute viral hepatitis,MG012A,Acute viral hepatitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG013,Chronic Hepatitis,MG013A,Chronic Hepatitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG014,Liver abscess,MG014A,Liver abscess,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG015,Visceral leishmaniasis,MG015A,Visceral leishmaniasis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG016,Pneumonia,MG016A,Pneumonia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG017,Severe pneumonia,MG017A,Severe pneumonia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG018,Empyema,MG018A,Empyema,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG019,Lung abscess,MG019A,Lung abscess,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG020,"Pericardial
tuberculosis",MG020A,Pericardial tuberculosis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG020,Pleural tuberculosis,MG020B,Pleural tuberculosis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG021,Urinary Tract Infection,MG021A,Urinary Tract Infection,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG022,Viral Encephalitis,MG022A,Viral Encephalitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG023,Septic Arthritis,MG023A,Septic Arthritis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG024,"Skin and soft tissue
infections",MG024A,"Skin and soft tissue
infections",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG025,"Recurrent vomiting
with dehydration",MG025A,"Recurrent vomiting with
dehydration",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG026,"Pyrexia of unknown
origin",MG026A,Pyrexia of unknown origin,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG027,Bronchiectasis,MG027A,Bronchiectasis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG028,Acute bronchitis,MG028A,Acute bronchitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Pulmo
nology",MG,MG029,"Acute excaberation of
COPD",MG029A,"Acute excaberation of
COPD",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG030,"Acute excaberation of
Interstitial Lung
Disease",MG030A,"Acute excaberation of
Interstitial Lung Disease",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MG,MG031,Endocarditis,MG031A,Bacterial Endocarditis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MG,MG031,Endocarditis,MG031B,Fungal Endocarditis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG032,Vasculitis,MG032A,Vasculitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG033,Pancreatitis,MG033A,Acute pancreatitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG033,Pancreatitis,MG033B,Chronic pancreatitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG034,Ascites,MG034A,Ascites,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG035,"Acute transverse
myelitis",MG035A,Acute transverse myelitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
